,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,134.057134254,10000000136.4,119.209135355,57.6549944862,0.0,87.0105374022,86.486893983,74.2246315827,72.3302607614,88.5788974767,69.3961837756,104.070152593,91.2039109557,76.0189273437,70.3270285346,91.2259186877,10000000136.4,55.2563253898,106.109680497,123.999619419,88.5788974767,119.567125779,104.070152593,34.427959824,0.0,118.524424518,96.8960477957,103.494350338,85.115976473,35.0973847363,10000000136.4,104.070152593,70.5842210441,70.0253919286,44.2980690472,70.5781733781,0.0,70.5781733781,63.9541969312,96.7374182208,10000000136.4
1,110.170583025,10000000112.5,95.3225841264,33.7684432572,44.969368419,63.1239861732,62.600342754,50.3380803537,48.4437095324,64.6923462477,45.5096325466,80.1836013636,67.3173597267,52.1323761147,46.4404773056,67.3393674587,10000000112.5,31.3697741608,82.2231292676,100.11306819,64.6923462477,95.6805745497,80.1836013636,10.541408595,44.969368419,94.6378732893,73.0094965667,79.6077991086,61.229425244,11.2108335073,10000000112.5,80.1836013636,46.6976698151,46.1388406996,20.4115178182,46.6916221491,44.969368419,46.6916221491,40.0676457022,72.8508669918,10000000112.5
2,134.057134254,10000000136.4,119.209135355,57.6549944862,0.0,87.0105374022,86.486893983,74.2246315827,72.3302607614,88.5788974767,69.3961837756,104.070152593,91.2039109557,76.0189273437,70.3270285346,91.2259186877,10000000136.4,55.2563253898,106.109680497,123.999619419,88.5788974767,119.567125779,104.070152593,34.427959824,0.0,118.524424518,96.8960477957,103.494350338,85.115976473,35.0973847363,10000000136.4,104.070152593,70.5842210441,70.0253919286,44.2980690472,70.5781733781,0.0,70.5781733781,63.9541969312,96.7374182208,10000000136.4
3,108.508174738,10000000110.9,112.363405589,23.68329665,76.5409529434,54.1080690234,57.0371113184,67.3789018158,65.6534421977,81.902078913,62.7193652119,97.2244228257,84.3581811888,69.1731975768,38.6555271997,84.3801889208,10000000110.9,21.2846275536,80.5607209806,98.4506599035,81.902078913,94.0181662627,97.2244228257,42.1129931195,76.5409529434,92.9754650023,71.3470882797,96.6486205707,69.6004328294,41.739259705,10000000110.9,97.2244228257,38.9127197091,63.3485733649,37.6212504835,63.7324436112,76.5409529434,63.7324436112,57.2773783675,63.834949842,10000000110.9
4,89.7590652068,10000000092.1,74.9110663082,13.9379538335,44.2980690472,42.712468355,42.1888249357,29.9265625355,28.0321917142,44.2808284295,25.0981147284,59.7720835454,46.9058419085,31.7208582965,26.0289594874,46.9278496405,10000000092.1,16.3366229299,61.8116114494,79.7015503722,44.2808284295,75.2690567315,59.7720835454,9.87010922323,44.2980690472,74.2263554711,52.5979787485,59.1962812904,40.8179074258,9.20068431092,10000000092.1,59.7720835454,26.2861519969,25.7273228813,0.0,26.2801043309,44.2980690472,26.2801043309,19.656127884,52.4393491736,10000000092.1
5,99.62917443,10000000102.0,84.7811755315,23.2270346622,34.427959824,52.5825775782,52.058934159,39.7966717588,37.9023009374,54.1509376527,34.9682239517,69.6421927686,56.7759511317,41.5909675197,35.8990687106,56.7979588637,10000000102.0,20.8283655658,71.6817206726,89.5716595955,54.1509376527,85.1391659547,69.6421927686,0.0,34.427959824,84.0964646943,62.4680879717,69.0663905136,50.688016649,0.669424912309,10000000102.0,69.6421927686,36.1562612201,35.5974321046,9.87010922323,36.1502135541,34.427959824,36.1502135541,29.5262371072,62.3094583968,10000000102.0
6,108.508174738,10000000110.9,112.363405589,23.68329665,76.5409529434,54.1080690234,57.0371113184,67.3789018158,65.6534421977,81.902078913,62.7193652119,97.2244228257,84.3581811888,69.1731975768,38.6555271997,84.3801889208,10000000110.9,21.2846275536,80.5607209806,98.4506599035,81.902078913,94.0181662627,97.2244228257,42.1129931195,76.5409529434,92.9754650023,71.3470882797,96.6486205707,69.6004328294,41.739259705,10000000110.9,97.2244228257,38.9127197091,63.3485733649,37.6212504835,63.7324436112,76.5409529434,63.7324436112,57.2773783675,63.834949842,10000000110.9
7,73.7572784645,10000000076.1,77.612509315,11.0675996235,67.6533646523,19.3571727499,22.2862150449,32.6280055423,31.3957974537,61.22433421,40.4946610537,62.4735265521,49.6072849153,34.4223013033,3.90463092611,49.6292926473,10000000076.1,13.4662687199,45.8098247071,63.6997636299,61.22433421,59.2672699892,62.4735265521,33.2254048283,67.6533646523,58.2245687288,36.5961920062,61.8977242972,34.8495365559,32.555979916,10000000076.1,62.4735265521,4.16182343557,31.9634547631,23.3552956051,28.9815473377,67.6533646523,28.9815473377,36.5996336645,29.0840535685,10000000076.1
8,58.8324103023,10000000061.2,66.6804860412,38.2100245132,77.4088648067,33.2255706986,20.5967725928,21.6959822685,20.4637741799,53.2563107391,29.5626377798,51.5415032783,38.6752616414,23.4902780294,23.5655814471,38.6972693735,10000000061.2,40.6086936096,30.884956545,48.7748954678,53.2563107391,44.3424018271,51.5415032783,42.9809049828,77.4088648067,43.2997005667,21.6713238441,50.9657010233,9.89125252135,42.3114800705,10000000061.2,51.5415032783,22.9806014541,21.0314314893,33.1107957595,18.0495240638,77.4088648067,18.0495240638,28.6316101936,29.1834622818,10000000061.2
9,48.941157781,10000000051.3,74.3875977074,45.9171361794,85.115976473,29.019090579,28.3038842591,29.4030939347,28.1708858461,60.9634224053,37.2697494461,59.2486149445,46.3823733077,31.1973896957,31.2726931134,46.4043810397,10000000051.3,48.3158052758,20.9937040236,38.8836429465,60.9634224053,34.4511493057,59.2486149445,50.688016649,85.115976473,33.4084480453,11.7800713227,58.6728126896,0.0,50.0185917367,10000000051.3,59.2486149445,30.6877131203,28.7385431555,40.8179074258,25.7566357301,85.115976473,25.7566357301,36.3387218598,19.2922097604,10000000051.3
10,77.6797009365,10000000080.0,62.831702038,39.6652767149,70.0253919286,42.7382587713,30.1094606655,17.8471982653,16.6149901767,49.4075267359,25.7138537766,47.6927192751,34.8264776382,19.6414940262,28.3866113206,34.8484853703,10000000080.0,42.0639458113,49.7322471791,67.622186102,49.4075267359,63.1896924612,47.6927192751,35.5974321046,70.0253919286,62.1469912008,40.5186144782,47.1169170201,28.7385431555,34.9280071923,10000000080.0,47.6927192751,27.8016313276,0.0,25.7273228813,14.2007400606,70.0253919286,14.2007400606,24.7828261904,48.0307529159,10000000080.0
11,86.210907227,10000000088.6,63.2103238846,39.0360685619,69.3961837756,51.2694650618,38.640666956,14.6245981144,9.30709141649,30.0666873899,0.0,48.0713411217,35.2050994849,20.0201158729,36.9178176112,35.2271072169,10000000088.6,41.4347376583,58.2634534697,76.1533923925,30.0666873899,71.7208987518,48.0713411217,34.9682239517,69.3961837756,70.6781974914,49.0498207688,47.4955388668,37.2697494461,34.2987990393,10000000088.6,48.0713411217,36.3328376181,25.7138537766,25.0981147284,14.5793619073,69.3961837756,14.5793619073,5.44198684443,56.5619592065,10000000088.6
12,96.3288017909,10000000098.7,73.3282184485,40.1754586681,70.5355738818,57.5274405582,48.7585615199,24.7424926783,19.4249859804,35.6736226956,16.4909089946,58.1892356856,45.3229940487,30.1380104367,39.6409548702,45.3450017808,10000000098.7,42.5741277645,68.3813480336,86.2712869564,35.6736226956,81.8387933156,58.1892356856,36.1076140578,70.5355738818,80.7960920552,59.1677153326,57.6134334306,47.3876440099,35.4381891455,10000000098.7,58.1892356856,39.8981473797,35.8317483405,26.2375048346,24.6972564711,70.5355738818,24.6972564711,11.0489221501,66.6798537703,10000000098.7
13,54.4001057146,10000000056.8,88.3873133232,30.4247723734,87.0105374022,0.0,25.2202763194,43.4028095505,42.1706014619,74.963138021,51.2694650618,73.2483305603,60.3820889234,45.1971053114,18.2510608692,60.4040966554,10000000056.8,32.8234414698,26.4526519572,44.34259088,74.963138021,39.9100972393,73.2483305603,52.5825775782,87.0105374022,38.8673959789,17.2390192563,72.6725283053,29.019090579,51.9131526659,10000000056.8,73.2483305603,18.5082533787,42.7382587713,42.712468355,39.7563513458,87.0105374022,39.7563513458,50.3384374755,9.7268808186,10000000056.8
14,31.7214633274,10000000034.1,99.1553113011,54.2980278468,109.883690067,23.8732554734,49.0935317928,54.1708075284,52.9385994398,85.731135999,62.0374630398,84.0163285382,71.1500869013,55.9651032894,42.1243163426,71.1720946334,10000000034.1,56.6966969432,3.77400957007,21.6639484929,85.731135999,17.2314548522,84.0163285382,75.4557302427,109.883690067,16.1887535918,12.987642271,83.4405262832,24.7677135937,74.7863053304,10000000034.1,84.0163285382,42.3815088521,53.5062567492,65.5856210195,50.5243493237,109.883690067,50.5243493237,61.1064354535,14.1463746548,10000000034.1
15,77.0079297188,10000000079.4,54.0073463764,41.8660316395,72.2261468531,42.0664875536,29.4376894478,5.42162060619,0.104113908265,32.8966504675,9.20297750823,38.8683636135,26.0021219766,10.8171383646,27.7148401029,26.0241297087,10000000079.4,44.2647007359,49.0604759615,66.9504148843,32.8966504675,62.5179212436,38.8683636135,37.7981870292,72.2261468531,61.4752199831,39.8468432606,38.2925613585,28.0667719378,37.1287621169,10000000079.4,38.8683636135,27.1298601099,16.5108762684,27.9280778059,5.37638439903,72.2261468531,5.37638439903,8.27194992195,47.3589816982,10000000079.4
16,73.7060122698,10000000076.1,49.6227432185,39.05736572,69.5863921369,38.7645701046,26.1357719988,5.91733473174,5.32605992691,38.1185964861,14.4249235269,34.4837604557,21.6175188188,6.4325352068,24.412922654,21.6395265508,10000000076.1,41.4560348164,45.7585585125,63.6484974353,38.1185964861,59.2160037946,34.4837604557,35.1584323129,69.5863921369,58.1733025342,36.5449258116,33.9079582007,24.7648544889,34.4890074006,10000000076.1,34.4837604557,23.8279426609,13.2089588194,25.2883230897,0.991781241186,69.5863921369,0.991781241186,13.4938959406,44.0570642493,10000000076.1
17,77.2450420401,10000000079.6,75.7585152174,33.3538146684,86.486893983,25.2202763194,0.0,30.7740114447,29.5418033561,62.3343399153,38.640666956,60.6195324545,47.7532908176,32.5683072056,18.7093716024,47.7752985497,10000000079.6,35.7524837648,49.2975882827,67.1875272055,62.3343399153,62.7550335648,60.6195324545,52.058934159,86.486893983,61.7123323044,40.0839555818,60.0437301995,28.3038842591,51.3895092467,10000000079.6,60.6195324545,18.1243916093,30.1094606655,42.1888249357,27.12755324,86.486893983,27.12755324,37.7096393698,34.947157138,10000000079.6
18,71.8588030059,10000000074.2,51.4699524825,37.210156456,67.7391828729,36.9173608407,24.2885627349,6.48544870981,5.89417390498,38.6867104642,14.9930375049,36.3309697196,23.4647280828,8.27974447077,22.56571339,23.4867358148,10000000074.2,39.6088255524,43.9113492485,61.8012881714,38.6867104642,57.3687945306,36.3309697196,33.3112230489,67.7391828729,56.3260932702,34.6977165476,35.7551674647,22.9176452249,32.6417981366,10000000074.2,36.3309697196,21.9807333969,11.3617495555,23.4411138257,2.83899050516,67.7391828729,2.83899050516,14.0620099187,42.2098549853,10000000074.2
19,83.5132283075,10000000085.9,40.7689773544,48.8645817576,79.3936081745,48.5717861422,35.9429880365,14.8872079086,14.2959331037,47.0884696629,23.3947967037,25.6299945915,12.7637529546,3.37468083082,34.2201386916,12.7857606867,10000000085.9,51.263250854,55.5657745501,73.4557134729,47.0884696629,69.0232198322,25.6299945915,44.9656483505,79.3936081745,67.9805185718,46.3521418492,25.0541923366,34.5720705265,44.2962234382,10000000085.9,25.6299945915,33.6351586985,23.0161748571,35.0955391273,8.81543479643,79.3936081745,8.81543479643,22.4637691174,53.8642802869,10000000085.9
20,109.904580186,10000000112.3,86.9039968438,58.218782263,88.5788974767,74.963138021,62.3343399153,38.3182710737,33.0007643757,0.0,30.0666873899,71.765014081,58.8987724441,43.7137888321,57.6842784651,58.9207801761,10000000112.3,60.6174513594,81.9571264289,99.8470653517,0.0,95.414571711,71.765014081,54.1509376527,88.5788974767,94.3718704506,72.743493728,71.189211826,60.9634224053,53.4815127404,10000000112.3,71.765014081,57.9414709746,49.4075267359,44.2808284295,38.2730348665,88.5788974767,38.2730348665,24.6247005455,80.2556321657,10000000112.3
21,96.6856206047,10000000099.1,33.0064467602,62.0369740549,92.5660004718,61.7441784395,49.1153803337,28.0596002058,27.468325401,60.2608619602,36.5671890009,17.8674639973,8.72760153152,16.5470731281,47.3925309888,5.02323009244,10000000099.1,64.4356431513,68.7381668474,86.6281057702,60.2608619602,82.1956121294,17.8674639973,58.1380406478,92.5660004718,81.152910869,59.5245341464,17.2916617423,47.7444628237,57.4686157355,10000000099.1,17.8674639973,46.8075509958,36.1885671543,48.2679314246,21.9878270937,92.5660004718,21.9878270937,35.6361614147,67.0366725841,10000000099.1
22,107.613970471,10000000110.0,15.7147850178,72.9653239207,103.494350338,72.6725283053,60.0437301995,38.9879500716,38.3966752668,71.189211826,47.4955388668,15.6391533378,20.5142630589,27.4754229939,58.3208808547,12.2684316499,10000000110.0,75.3639930171,79.6665167132,97.556455636,71.189211826,93.1239619953,15.6391533378,69.0663905136,103.494350338,92.0812607349,70.4528840123,0.0,58.6728126896,68.3969656013,10000000110.0,15.6391533378,57.7359008616,47.1169170201,59.1962812904,32.9161769595,103.494350338,32.9161769595,46.5645112805,77.96502245,10000000110.0
23,100.082294929,10000000102.5,23.2464605593,65.4336483793,95.9626747962,65.1408527639,52.5120546581,31.4562745302,30.8649997254,63.6575362846,39.9638633254,8.10747779639,12.9825875175,19.9437474525,50.7892053132,4.73675610845,10000000102.5,67.8323174757,72.1348411718,90.0247800946,63.6575362846,85.5922864539,8.10747779639,61.5347149722,95.9626747962,84.5495851935,62.9212084709,7.53167554141,51.1411371481,60.8652900599,10000000102.5,8.10747779639,50.2042253202,39.5852414787,51.664605749,25.3845014181,95.9626747962,25.3845014181,39.0328357391,70.4333469086,10000000102.5
24,37.1610864583,10000000039.5,86.1676690301,47.6637916297,96.8960477957,17.2390192563,40.0839555818,41.1831652574,39.9509571688,72.743493728,49.0498207688,71.0286862672,58.1624446304,42.9774610184,35.4900801255,58.1844523624,10000000039.5,50.0624607261,9.21363270091,27.1035716237,72.743493728,22.671077983,71.0286862672,62.4680879717,96.8960477957,21.6283767226,0.0,70.4528840123,11.7800713227,61.7986630594,10000000039.5,71.0286862672,35.747272635,40.5186144782,52.5979787485,37.5367070528,96.8960477957,37.5367070528,48.1187931825,7.5121384377,10000000039.5
25,93.9433500107,10000000096.3,29.3854054777,59.2947034609,89.8237298778,59.0019078455,46.3731097397,25.3173296118,24.726054807,57.5185913662,33.8249184069,14.2464227148,6.84364259909,13.8048025341,44.6502603948,1.40218880996,10000000096.3,61.6933725573,65.9958962534,83.8858351762,57.5185913662,79.4533415355,14.2464227148,55.3957700538,89.8237298778,78.410640275,56.7822635525,13.6706204598,45.0021922297,54.7263451415,10000000096.3,14.2464227148,44.0652804018,33.4462965603,45.5256608306,19.2455564997,89.8237298778,19.2455564997,32.8938908207,64.2944019901,10000000096.3
26,123.328755488,10000000125.7,0.0,88.6801089386,119.209135355,88.3873133232,75.7585152174,54.7027350895,54.1114602847,86.9039968438,63.2103238846,31.3539383556,36.2290480768,43.1902080117,74.0356658725,27.9832166677,10000000125.7,91.0787780349,95.381301731,113.271240654,86.9039968438,108.838747013,31.3539383556,84.7811755315,119.209135355,107.796045753,86.1676690301,15.7147850178,74.3875977074,84.1117506192,10000000125.7,31.3539383556,73.4506858794,62.831702038,74.9110663082,48.6309619774,119.209135355,48.6309619774,62.2792962983,93.6798074678,10000000125.7
27,14.4900084753,10000000016.9,108.838747013,70.3348696127,119.567125779,39.9100972393,62.7550335648,63.8542432404,62.6220351518,95.414571711,71.7208987518,93.6997642502,80.8335226134,65.6485390014,58.1611581085,80.8555303454,10000000016.9,72.7335387091,13.4574452821,4.43249364074,95.414571711,0.0,93.6997642502,85.1391659547,119.567125779,1.0427012604,22.671077983,93.1239619953,34.4511493057,84.4697410424,10000000016.9,93.6997642502,58.418350618,63.1896924612,75.2690567315,60.2077850358,119.567125779,60.2077850358,70.7898711655,30.1832164207,10000000016.9
28,10000000031.3,0.0,10000000125.7,10000000087.2,10000000136.4,10000000056.8,10000000079.6,10000000080.7,10000000079.5,10000000112.3,10000000088.6,10000000110.6,10000000097.7,10000000082.5,10000000075.0,10000000097.7,0.0,10000000089.6,10000000030.3,10000000012.4,10000000112.3,10000000016.9,10000000110.6,10000000102.0,10000000136.4,10000000017.9,10000000039.5,10000000110.0,10000000051.3,10000000101.3,0.0,10000000110.6,10000000075.3,10000000080.0,10000000092.1,10000000077.1,10000000136.4,10000000077.1,10000000087.6,10000000047.0,0.0
29,18.922502116,10000000012.4,113.271240654,74.7673632535,123.999619419,44.34259088,67.1875272055,68.2867368812,67.0545287926,99.8470653517,76.1533923925,98.132257891,85.2660162541,70.0810326421,62.5936517493,85.2880239861,10000000012.4,77.1660323499,17.8899389228,0.0,99.8470653517,4.43249364074,98.132257891,89.5716595955,123.999619419,5.47519490114,27.1035716237,97.556455636,38.8836429465,88.9022346831,10000000012.4,98.132257891,62.8508442587,67.622186102,79.7015503722,64.6402786765,123.999619419,64.6402786765,75.2223648062,34.6157100614,10000000012.4
30,10000000018.9,12.4271363532,10000000113.3,10000000074.8,10000000124.0,10000000044.3,10000000067.2,10000000068.3,10000000067.1,10000000099.8,10000000076.2,10000000098.1,10000000085.3,10000000070.1,10000000062.6,10000000085.3,12.4271363532,10000000077.2,10000000017.9,10000000000.0,10000000099.8,10000000004.4,10000000098.1,10000000089.6,10000000124.0,10000000005.5,10000000027.1,10000000097.6,10000000038.9,10000000088.9,12.4271363532,10000000098.1,10000000062.9,10000000067.6,10000000079.7,10000000064.6,10000000124.0,10000000064.6,10000000075.2,10000000034.6,12.4271363532
31,10000000031.3,0.0,10000000125.7,10000000087.2,10000000136.4,10000000056.8,10000000079.6,10000000080.7,10000000079.5,10000000112.3,10000000088.6,10000000110.6,10000000097.7,10000000082.5,10000000075.0,10000000097.7,0.0,10000000089.6,10000000030.3,10000000012.4,10000000112.3,10000000016.9,10000000110.6,10000000102.0,10000000136.4,10000000017.9,10000000039.5,10000000110.0,10000000051.3,10000000101.3,0.0,10000000110.6,10000000075.3,10000000080.0,10000000092.1,10000000077.1,10000000136.4,10000000077.1,10000000087.6,10000000047.0,0.0
32,63.308465751,10000000065.7,71.2463121645,42.7758506365,81.9746909301,37.791396822,25.1625987162,26.2618083918,25.0296003032,57.8221368624,34.1284639032,56.1073294016,43.2410877648,28.0561041528,28.1314075705,43.2630954968,10000000065.7,45.1745197329,35.3610119936,53.2509509165,57.8221368624,48.8184572757,56.1073294016,47.5467311061,81.9746909301,47.7757560153,26.1473792927,55.5315271467,14.36730797,46.8773061938,10000000065.7,56.1073294016,27.5464275774,25.5972576126,37.6766218829,22.6153501872,81.9746909301,22.6153501872,33.1974363169,33.6595177304,10000000065.7
33,81.9957067908,10000000084.4,85.8509376413,2.82917129723,60.4841657834,27.5956010762,30.5246433712,40.8664338686,39.63422578,60.613308809,41.4305951079,70.7119548784,57.8457132416,42.6607296296,12.1430592524,57.8677209736,10000000084.4,5.22784039363,54.0482530334,71.9381919562,60.613308809,67.5056983155,70.7119548784,26.0562059595,60.4841657834,66.4629970551,44.8346203325,70.1361526235,43.0879648822,25.5331646904,10000000084.4,70.7119548784,12.4002517619,40.2018830894,16.3324803795,37.219975664,60.4841657834,37.219975664,35.9886082635,37.3224818948,10000000084.4
34,10000000031.3,0.0,10000000125.7,10000000087.2,10000000136.4,10000000056.8,10000000079.6,10000000080.7,10000000079.5,10000000112.3,10000000088.6,10000000110.6,10000000097.7,10000000082.5,10000000075.0,10000000097.7,0.0,10000000089.6,10000000030.3,10000000012.4,10000000112.3,10000000016.9,10000000110.6,10000000102.0,10000000136.4,10000000017.9,10000000039.5,10000000110.0,10000000051.3,10000000101.3,0.0,10000000110.6,10000000075.3,10000000080.0,10000000092.1,10000000077.1,10000000136.4,10000000077.1,10000000087.6,10000000047.0,0.0
35,10000000031.3,0.0,10000000125.7,10000000087.2,10000000136.4,10000000056.8,10000000079.6,10000000080.7,10000000079.5,10000000112.3,10000000088.6,10000000110.6,10000000097.7,10000000082.5,10000000075.0,10000000097.7,0.0,10000000089.6,10000000030.3,10000000012.4,10000000112.3,10000000016.9,10000000110.6,10000000102.0,10000000136.4,10000000017.9,10000000039.5,10000000110.0,10000000051.3,10000000101.3,0.0,10000000110.6,10000000075.3,10000000080.0,10000000092.1,10000000077.1,10000000136.4,10000000077.1,10000000087.6,10000000047.0,0.0
36,7.89186974641,10000000039.2,131.220625235,92.7167478344,141.949004,62.291975461,85.1369117865,86.2361214621,85.0039133735,117.796449933,94.1027769735,116.081642472,103.215400835,88.0304172231,80.5430363302,103.237408567,10000000039.2,95.1154169308,35.8393235038,26.8143718624,117.796449933,22.3818782217,116.081642472,107.521044176,141.949004,23.4245794821,45.0529562047,115.505840217,56.8330275274,106.851619264,10000000039.2,116.081642472,80.8002288397,85.5715706829,97.6509349532,82.5896632574,141.949004,82.5896632574,93.1717493872,52.5650946424,10000000039.2
37,44.673224896,10000000047.0,93.6798074678,40.151653192,96.7374182208,9.7268808186,34.947157138,48.6953036951,47.4630956065,80.2556321657,56.5619592065,78.5408247049,65.6745830681,50.4895994561,27.9779416878,65.6965908001,10000000047.0,42.5503222884,16.7257711386,34.6157100614,80.2556321657,30.1832164207,78.5408247049,62.3094583968,96.7374182208,29.1405151603,7.5121384377,77.96502245,19.2922097604,61.6400334845,10000000047.0,78.5408247049,28.2351341973,48.0307529159,52.4393491736,45.0488454905,96.7374182208,45.0488454905,55.6309316202,0.0,10000000047.0
38,87.2235471844,10000000089.6,91.0787780349,2.39866909639,55.2563253898,32.8234414698,35.7524837648,46.0942742622,44.3688146441,60.6174513594,41.4347376583,75.9397952721,63.0735536352,47.8885700232,17.370899646,63.0955613672,10000000089.6,0.0,59.276093427,77.1660323499,60.6174513594,72.7335387091,75.9397952721,20.8283655658,55.2563253898,71.6908374487,50.0624607261,75.3639930171,48.3158052758,20.4546321514,10000000089.6,75.9397952721,17.6280921555,42.0639458113,16.3366229299,42.4478160576,55.2563253898,42.4478160576,35.9927508139,42.5503222884,10000000089.6
39,80.9346513445,10000000083.3,84.7898821951,23.2389855538,79.8247505825,26.5345456299,29.4635879249,39.8053784224,38.5731703338,68.40170709,47.6720339337,69.6508994322,56.7846577953,41.5996741833,11.0820038062,56.8066655273,10000000083.3,25.6376546502,52.9871975871,70.87713651,68.40170709,66.4446428692,69.6508994322,45.3967907586,79.8247505825,65.4019416088,43.7735648862,69.0750971772,42.0269094359,44.7273658463,10000000083.3,69.6508994322,11.3391963156,39.1408276432,35.5266815353,36.1589202177,79.8247505825,36.1589202177,43.7770065445,36.2614264485,10000000083.3
